GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;40 years;1094.9;1108.5;1218.5;1098.6;1126.2;1068.4;1076.6;1129.2;1138.4;1097.7;1077.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;45 years;1004.7;1101.5;1126.2;1231.0;1111.5;1139.4;1082.2;1090.7;1143.4;1153.0;1112.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;50 years;1045.3;962.1;1106.9;1128.8;1233.0;1115.0;1143.2;1087.0;1095.9;1148.8;1158.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;55 years;1343.9;1171.5;952.7;1095.4;1117.8;1221.7;1106.0;1134.9;1079.9;1089.5;1142.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;60 years;1322.4;1346.3;1140.4;929.0;1070.1;1093.6;1196.9;1084.8;1114.5;1061.7;1072.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;65 years;1091.2;1206.0;1284.7;1091.7;891.1;1029.6;1054.6;1156.9;1050.3;1081.2;1031.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;70 years;927.9;962.0;1122.9;1202.5;1025.6;839.6;974.1;1000.8;1101.5;1002.3;1034.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;75 years;701.1;824.7;865.5;1017.4;1095.8;939.2;772.2;900.5;929.1;1026.7;937.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;80 years;625.0;456.6;698.8;740.2;877.4;952.1;821.8;680.0;798.4;828.6;920.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;85 years;516.6;593.5;337.4;525.5;564.1;677.3;743.6;649.3;543.0;644.5;675.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;90 years;186.5;255.4;326.9;190.4;304.5;334.5;410.6;460.3;410.2;349.8;423.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;95 years;55.4;62.0;83.9;112.4;68.1;113.7;129.9;165.3;191.9;177.0;156.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;100 years and over;20.5;19.2;23.7;32.2;50.3;44.2;58.7;76.3;102.0;133.3;143.4
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;Total;84435.8;85442.1;86357.4;86693.2;86879.5;86914.4;86814.0;86641.3;86525.3;86582.7;86745.3
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;under 1 year;386.1;391.0;384.6;375.5;370.4;373.9;379.3;376.4;368.0;361.0;356.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;5 years;428.8;427.5;410.4;400.1;390.4;385.4;388.9;394.3;391.4;383.0;376.0
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;10 years;401.1;436.1;446.5;425.6;414.8;405.1;400.1;403.6;409.0;406.2;397.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;15 years;402.7;416.9;455.6;462.1;440.6;429.8;420.2;415.1;418.7;424.1;421.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;20 years;432.6;442.3;462.4;492.0;497.8;476.4;465.7;456.1;451.1;454.7;460.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;25 years;528.6;517.0;499.8;508.2;536.2;542.1;520.7;510.1;500.6;495.6;499.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;30 years;534.5;535.7;554.5;529.6;536.7;564.8;570.7;549.5;539.0;529.5;524.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;35 years;583.7;610.1;556.1;570.5;545.1;552.4;580.5;586.6;565.5;555.1;545.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;40 years;550.2;558.4;621.3;565.0;579.2;554.1;561.5;589.7;596.0;575.0;564.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;45 years;501.4;547.1;565.6;626.3;570.3;584.8;560.1;567.7;596.0;602.5;581.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;50 years;520.9;477.3;547.5;565.1;625.5;570.5;585.3;561.2;569.2;597.7;604.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;55 years;672.4;582.2;469.6;539.2;557.3;617.8;564.3;579.6;556.4;564.8;593.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;60 years;655.7;669.8;562.0;454.8;523.8;542.8;603.1;551.9;568.0;546.0;555.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;65 years;530.2;586.7;630.4;531.7;431.7;499.7;519.8;579.9;532.1;549.1;529.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;70 years;432.9;453.5;535.3;580.3;492.5;401.8;468.1;489.6;549.1;505.7;524.1
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;75 years;320.4;374.5;396.9;474.3;519.4;444.3;365.0;428.7;451.5;509.7;472.0
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;80 years;272.3;197.3;305.0;328.6;398.5;442.0;382.4;317.3;376.8;400.6;456.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;85 years;204.3;238.2;137.2;218.3;240.5;298.0;337.1;296.7;250.1;301.9;325.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;90 years;62.3;89.6;119.7;71.7;118.7;135.6;173.8;202.8;183.8;159.2;197.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;95 years;14.0;17.1;25.6;36.5;23.2;40.7;49.1;66.3;81.2;76.9;69.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;100 years and over;3.7;3.2;4.9;7.6;13.0;12.0;17.4;23.8;34.4;48.0;53.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Male;Total;41553.8;42086.3;42685.6;43023.3;43295.8;43512.3;43686.5;43841.0;44026.0;44288.1;44589.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;under 1 year;366.2;370.8;364.6;356.0;351.1;354.4;359.5;356.8;348.8;342.1;338.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;5 years;406.5;402.2;385.9;376.2;367.2;362.4;365.7;370.8;368.1;360.1;353.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;10 years;378.4;409.9;416.3;396.8;386.8;377.8;373.0;376.3;381.5;378.7;370.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;15 years;378.0;391.0;423.5;426.9;407.0;397.0;388.0;383.2;386.6;391.7;389.0
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;20 years;410.7;410.6;423.6;449.4;452.4;432.6;422.6;413.6;408.8;412.2;417.3
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;25 years;485.2;484.4;460.2;462.1;486.6;489.5;469.7;459.8;450.8;446.1;449.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;30 years;504.5;500.1;519.2;487.1;487.8;512.3;515.3;495.5;485.6;476.7;471.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;35 years;559.3;582.5;522.5;536.4;503.7;504.5;529.0;532.0;512.3;502.5;493.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;40 years;544.7;550.2;597.4;533.9;547.5;514.9;515.8;540.3;543.4;523.8;514.0
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;45 years;503.3;554.6;560.9;605.3;541.9;555.5;523.1;524.2;548.7;552.0;532.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;50 years;524.4;485.0;560.0;564.6;608.7;545.9;559.7;527.7;528.9;553.5;556.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;55 years;671.6;589.8;483.8;557.6;562.5;606.8;544.8;558.9;527.3;528.8;553.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;60 years;666.8;677.4;580.0;476.4;549.8;555.4;599.7;539.0;553.5;522.7;524.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;65 years;561.1;620.6;657.3;564.2;464.4;537.1;543.6;588.1;529.3;544.3;514.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;70 years;495.3;510.1;591.6;629.5;542.0;447.3;519.1;526.7;571.4;515.2;530.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;75 years;381.0;452.3;473.4;552.8;591.5;511.7;423.9;494.2;503.5;548.1;495.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;80 years;353.1;261.1;399.9;422.8;498.2;537.5;468.3;390.4;458.2;469.5;513.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;85 years;312.9;359.4;205.0;320.4;344.3;411.9;450.5;397.4;335.1;397.7;411.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;90 years;124.6;169.1;215.6;127.1;205.3;227.3;279.5;313.7;283.3;244.2;295.9
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;95 years;41.5;46.4;62.0;84.2;52.4;89.5;104.2;134.4;157.6;148.2;132.7
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;100 years and over;16.9;16.9;20.6;28.6;46.6;43.8;60.5;82.9;114.9;155.8;175.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Female;Total;42895.6;43446.8;43871.5;44027.8;44137.6;44181.7;44138.3;44018.7;43885.6;43831.1;43866.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;under 1 year;752.3;761.8;749.2;731.5;721.5;728.3;738.8;733.2;716.7;703.1;695.1
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;5 years;835.3;829.7;796.3;776.4;757.6;747.7;754.6;765.1;759.5;743.1;729.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;10 years;779.5;846.0;862.8;822.4;801.6;782.9;773.1;779.9;790.5;784.9;768.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;15 years;780.7;807.9;879.1;888.9;847.6;826.9;808.2;798.4;805.2;815.8;810.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;20 years;843.3;852.9;886.0;941.4;950.2;909.0;888.3;869.7;859.9;866.8;877.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;25 years;1013.9;1001.4;960.0;970.3;1022.7;1031.6;990.5;970.0;951.4;941.7;948.6
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;30 years;1039.0;1035.8;1073.7;1016.7;1024.6;1077.0;1086.0;1045.1;1024.6;1006.2;996.5
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;35 years;1143.0;1192.6;1078.5;1106.9;1048.8;1056.9;1109.4;1118.6;1077.8;1057.5;1039.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;40 years;1094.9;1108.6;1218.7;1098.9;1126.7;1069.0;1077.3;1130.0;1139.4;1098.9;1078.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;45 years;1004.7;1101.7;1126.5;1231.6;1112.2;1140.3;1083.2;1091.9;1144.8;1154.4;1114.3
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;50 years;1045.3;962.3;1107.4;1129.7;1234.2;1116.4;1145.0;1088.9;1098.0;1151.2;1161.3
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;55 years;1343.9;1172.0;953.4;1096.8;1119.9;1224.5;1109.1;1138.5;1083.7;1093.6;1147.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;60 years;1322.5;1347.2;1142.0;931.2;1073.6;1098.1;1202.8;1090.9;1121.4;1068.8;1079.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;65 years;1091.4;1207.4;1287.7;1095.9;896.0;1036.8;1063.4;1167.9;1061.3;1093.4;1043.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;70 years;928.2;963.6;1126.9;1209.8;1034.5;849.0;987.2;1016.4;1120.4;1020.9;1055.0
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;75 years;701.4;826.8;870.3;1027.1;1110.8;956.0;788.9;923.0;955.0;1057.9;967.8
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;80 years;625.4;458.4;704.8;751.4;896.7;979.5;850.7;707.8;835.0;870.1;970.3
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;85 years;517.2;597.6;342.2;538.6;584.8;709.9;787.6;694.1;585.3;699.6;737.4
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;90 years;186.9;258.7;335.3;198.7;324.0;362.8;453.3;516.5;467.1;403.3;493.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;95 years;55.6;63.5;87.5;120.7;75.6;130.3;153.3;200.7;238.8;225.2;202.2
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;100 years and over;20.6;20.0;25.4;36.2;59.6;55.8;77.9;106.7;149.3;203.8;229.1
BEV-MODELL-06;Low birth r.,high mig.b.,str.r. life exp.(G1L3W3);Total;Total;84449.4;85533.1;86557.0;87051.1;87433.4;87694.0;87824.8;87859.7;87911.6;88119.2;88456.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;under 1 year;378.9;370.4;346.7;315.5;297.4;296.1;297.1;287.0;268.9;249.8;234.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;5 years;416.0;401.2;370.1;346.4;315.3;297.2;296.0;297.0;286.9;268.8;249.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;10 years;386.1;405.5;401.0;370.0;346.4;315.2;297.2;296.0;296.9;286.9;268.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;15 years;388.9;386.5;405.3;400.9;369.9;346.3;315.2;297.1;295.9;296.9;286.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;20 years;412.8;386.2;386.0;404.9;400.5;369.6;346.0;315.0;296.9;295.8;296.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;25 years;510.3;459.6;385.5;385.4;404.3;400.0;369.2;345.7;314.7;296.7;295.6
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;30 years;522.1;497.0;458.6;384.8;384.8;403.8;399.5;368.8;345.4;314.4;296.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;35 years;574.4;585.0;495.6;457.5;384.0;384.0;403.1;398.9;368.3;344.9;314.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;40 years;542.9;540.0;582.4;493.6;455.9;382.7;382.9;402.0;397.9;367.5;344.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;45 years;495.9;532.7;536.3;578.8;490.8;453.5;380.9;381.2;400.4;396.5;366.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;50 years;517.7;468.8;526.7;530.8;573.3;486.5;449.8;378.1;378.6;397.9;394.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;55 years;671.1;578.7;459.8;517.3;522.0;564.5;479.6;443.9;373.5;374.3;393.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;60 years;655.0;669.5;559.6;445.7;502.5;508.1;550.5;468.5;434.4;366.0;367.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;65 years;529.8;586.7;632.6;530.9;424.3;480.1;486.9;529.1;451.5;419.7;354.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;70 years;432.5;453.5;537.2;582.6;491.6;394.9;448.9;457.3;499.0;427.4;398.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;75 years;320.3;374.4;397.6;474.7;518.7;440.7;356.3;407.5;417.6;458.1;394.4
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;80 years;272.4;197.8;304.6;327.1;394.6;435.5;373.5;304.6;351.4;362.9;401.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;85 years;204.1;237.1;137.4;215.3;235.1;288.1;322.7;280.7;232.1;271.2;283.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;90 years;62.2;88.7;117.6;70.2;113.2;127.0;159.7;183.4;163.4;138.2;165.0
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;95 years;14.0;16.8;24.8;34.6;21.6;36.4;42.6;55.9;66.7;61.7;54.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;100 years and over;3.7;3.1;4.7;7.1;11.5;10.2;14.0;18.2;25.2;33.7;36.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Male;Total;40920.0;40483.1;39676.9;38715.8;37616.5;36415.6;35162.4;33890.5;32652.9;31483.5;30340.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;under 1 year;359.7;351.7;329.1;299.5;282.3;281.1;282.0;272.4;255.2;237.1;222.4
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;5 years;394.7;379.3;351.4;328.9;299.3;282.1;281.0;281.9;272.3;255.1;237.0
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;10 years;364.7;383.7;379.2;351.3;328.8;299.3;282.1;280.9;281.9;272.3;255.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;15 years;365.9;365.9;383.6;379.1;351.2;328.8;299.2;282.0;280.9;281.8;272.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;20 years;384.6;363.1;365.7;383.4;378.9;351.1;328.6;299.1;282.0;280.8;281.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;25 years;463.0;423.7;362.9;365.4;383.1;378.7;350.9;328.5;299.0;281.9;280.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;30 years;487.0;455.5;423.3;362.6;365.1;382.9;378.4;350.7;328.3;298.8;281.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;35 years;541.5;546.8;454.8;422.7;362.1;364.7;382.5;378.1;350.4;328.1;298.6
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;40 years;528.7;517.9;545.5;453.8;421.9;361.4;364.1;381.8;377.5;349.9;327.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;45 years;491.5;528.6;515.9;543.6;452.3;420.6;360.4;363.2;380.9;376.7;349.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;50 years;516.2;467.3;525.3;512.8;540.6;450.0;418.6;358.8;361.6;379.5;375.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;55 years;666.6;579.8;462.3;520.0;508.0;535.8;446.2;415.3;356.2;359.2;377.0
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;60 years;662.7;672.2;569.4;454.5;511.8;500.5;528.3;440.4;410.2;352.1;355.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;65 years;557.6;616.0;652.6;553.8;442.8;499.4;489.1;517.1;431.6;402.5;345.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;70 years;492.9;507.2;588.0;624.6;531.4;426.0;481.5;472.6;500.6;418.7;391.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;75 years;379.7;450.0;470.7;547.9;584.3;499.0;401.3;455.2;448.2;476.2;399.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;80 years;352.8;260.7;397.0;417.9;489.5;525.1;450.9;364.6;415.6;411.1;438.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;85 years;312.3;357.7;203.9;314.2;334.5;396.1;429.2;372.2;303.8;349.3;348.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;90 years;124.6;167.7;211.4;123.4;194.5;211.6;255.8;282.7;249.8;207.6;242.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;95 years;41.5;45.7;59.9;78.9;48.1;78.9;89.2;111.8;127.9;116.8;100.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;100 years and over;16.9;16.4;19.6;25.8;39.6;35.1;45.9;59.5;78.5;101.7;108.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Female;Total;42011.1;41544.7;40682.3;39671.7;38548.1;37314.0;35979.5;34569.4;33158.2;31832.9;30590.4
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;under 1 year;738.6;722.1;675.8;615.0;579.7;577.2;579.1;559.4;524.1;486.8;456.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;5 years;810.7;780.4;721.5;675.4;614.6;579.4;577.0;578.9;559.2;523.9;486.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;10 years;750.8;789.2;780.2;721.3;675.2;614.5;579.3;576.9;578.8;559.2;523.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;15 years;754.8;752.3;788.9;780.0;721.1;675.0;614.4;579.2;576.8;578.7;559.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;20 years;797.5;749.3;751.6;788.2;779.4;720.7;674.7;614.1;578.9;576.6;578.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;25 years;973.4;883.3;748.4;750.8;787.5;778.7;720.1;674.2;613.7;578.6;576.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;30 years;1009.1;952.4;881.9;747.4;749.9;786.6;778.0;719.5;673.7;613.3;578.2
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;35 years;1115.9;1131.8;950.4;880.2;746.1;748.7;785.5;777.0;718.6;673.0;612.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;40 years;1071.6;1057.9;1127.9;947.4;877.7;744.2;746.9;783.8;775.4;717.4;671.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;45 years;987.4;1061.3;1052.2;1122.4;943.1;874.1;741.3;744.4;781.3;773.2;715.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;50 years;1033.9;936.1;1052.0;1043.6;1113.9;936.5;868.4;736.9;740.2;777.3;769.5
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;55 years;1337.6;1158.5;922.0;1037.3;1030.0;1100.3;925.8;859.2;729.7;733.5;770.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;60 years;1317.7;1341.6;1129.0;900.1;1014.3;1008.6;1078.9;908.9;844.6;718.1;722.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;65 years;1087.4;1202.7;1285.2;1084.7;867.1;979.5;976.1;1046.2;883.1;822.2;700.4
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;70 years;925.4;960.8;1125.2;1207.2;1023.0;820.8;930.4;929.9;999.6;846.1;789.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;75 years;699.9;824.4;868.3;1022.6;1102.9;939.6;757.6;862.7;865.7;934.2;793.7
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;80 years;625.2;458.4;701.6;745.1;884.1;960.6;824.4;669.2;766.9;774.0;839.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;85 years;516.5;594.8;341.2;529.5;569.6;684.1;751.9;652.9;535.8;620.5;631.9
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;90 years;186.8;256.4;328.9;193.5;307.7;338.6;415.5;466.2;413.2;345.8;407.8
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;95 years;55.6;62.5;84.8;113.5;69.7;115.3;131.8;167.6;194.6;178.5;154.3
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;100 years and over;20.6;19.5;24.3;32.9;51.1;45.2;59.9;77.7;103.7;135.4;145.1
BEV-MODELL-07;Moderate birth rate, life exp., mig.bal.0 (G2L2W0);Total;Total;82931.1;82027.7;80359.2;78387.5;76164.6;73729.6;71142.0;68459.9;65811.1;63316.4;60930.8
