GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;under 1 year;747.8;747.1;723.2;697.8;685.1;690.9;698.7;688.3;665.9;646.9;635.2
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;5 years;832.5;818.9;771.8;742.3;716.1;703.4;709.3;717.1;706.7;684.4;665.3
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;10 years;776.5;834.6;842.6;790.2;760.0;733.8;721.2;727.1;734.9;724.5;702.2
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;15 years;777.7;797.0;858.4;861.0;807.8;777.6;751.5;738.9;744.7;752.6;742.2
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;20 years;832.4;827.3;853.0;902.0;903.8;850.7;820.6;794.6;782.0;787.9;795.8
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;25 years;1005.2;969.4;905.0;912.8;959.4;961.3;908.3;878.3;852.3;839.8;845.8
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;30 years;1034.0;1014.8;1021.8;945.2;951.1;997.8;999.7;946.9;917.0;891.1;878.7
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;35 years;1139.6;1179.1;1045.6;1045.2;967.7;973.7;1020.5;1022.5;969.9;940.2;914.4
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;40 years;1092.5;1098.9;1197.2;1059.4;1058.4;981.4;987.6;1034.4;1036.7;984.3;954.8
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;45 years;1002.9;1093.9;1110.4;1204.5;1067.2;1066.6;990.2;996.6;1043.5;1046.0;994.1
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;50 years;1044.2;957.2;1095.2;1109.5;1202.9;1067.1;1067.0;991.6;998.4;1045.3;1048.1
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;55 years;1343.6;1169.4;946.2;1082.0;1096.5;1189.4;1056.1;1056.6;982.7;989.9;1036.9
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;60 years;1322.6;1345.6;1137.7;921.7;1055.2;1070.5;1162.2;1032.9;1034.4;962.9;970.8
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;65 years;1091.6;1205.9;1283.5;1087.7;882.4;1012.4;1028.7;1118.7;995.4;998.4;930.5
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;70 years;928.1;961.5;1121.5;1198.1;1017.8;827.4;952.1;969.5;1056.8;942.0;946.9
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;75 years;701.2;823.6;862.8;1010.9;1083.7;923.6;753.0;869.5;887.9;970.6;867.2
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;80 years;624.9;455.7;694.4;731.4;861.0;926.9;793.4;649.4;753.3;772.0;847.0
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;85 years;516.2;590.1;333.8;514.0;545.5;646.7;701.0;604.3;497.9;581.6;599.7
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;90 years;186.2;252.4;319.4;183.1;286.4;308.1;370.2;406.4;355.0;296.2;350.4
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;95 years;55.2;60.7;80.6;104.8;61.5;98.8;109.0;134.0;150.6;134.6;114.9
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;100 years and over;20.4;18.6;22.3;28.8;42.4;34.8;43.7;53.4;67.4;83.2;84.5
BEV-VARIANTE-15;Low birth rate, small rise in life exp. (G1L1W2);Total;Total;84220.0;84597.6;84676.8;84180.8;83485.0;82602.0;81576.1;80496.0;79502.8;78690.5;77966.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;under 1 year;383.7;383.4;371.3;358.4;352.0;355.1;359.2;354.0;342.6;332.9;327.0
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;5 years;427.3;421.2;395.9;381.0;367.7;361.3;364.4;368.6;363.4;352.0;342.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;10 years;399.5;429.4;433.5;405.4;390.2;376.9;370.6;373.7;377.8;372.6;361.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;15 years;401.0;410.3;442.0;443.2;414.8;399.6;386.3;380.0;383.1;387.3;382.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;20 years;427.6;426.9;439.5;464.7;465.5;437.2;422.0;408.8;402.5;405.7;409.8
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;25 years;524.6;499.9;464.0;468.1;492.2;493.1;464.9;449.8;436.6;430.4;433.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;30 years;532.4;525.1;524.0;482.6;485.8;510.0;511.0;482.8;467.8;454.7;448.5
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;35 years;582.3;603.7;537.9;533.7;492.0;495.4;519.6;520.7;492.7;477.7;464.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;40 years;549.3;554.2;610.1;542.8;538.6;497.2;500.7;525.1;526.3;498.4;483.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;45 years;500.7;543.8;557.6;612.0;545.1;541.2;500.3;504.0;528.5;529.9;502.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;50 years;520.6;475.5;542.0;555.3;609.5;543.7;540.4;500.1;504.1;528.7;530.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;55 years;672.4;581.8;467.5;533.5;547.4;601.7;537.5;534.8;495.5;500.0;524.8
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;60 years;656.0;670.3;562.3;453.1;518.7;533.5;587.9;526.1;524.4;486.7;491.8
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;65 years;530.6;587.8;632.2;533.1;431.2;495.9;512.1;566.3;508.2;508.0;472.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;70 years;433.1;454.3;537.5;583.1;494.8;402.4;465.6;483.3;537.2;483.9;485.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;75 years;320.6;375.2;398.5;477.0;522.5;447.1;366.3;427.1;446.4;499.4;452.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;80 years;272.5;197.8;306.2;330.4;401.3;445.3;385.4;319.0;376.0;396.6;447.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;85 years;204.4;238.6;138.1;219.6;242.3;300.6;340.1;299.5;251.9;301.6;322.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;90 years;62.3;89.8;120.1;72.3;119.6;136.8;175.4;204.8;185.7;160.5;197.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;95 years;14.1;17.1;25.7;36.7;23.4;41.1;49.6;67.0;82.0;77.8;70.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;100 years and over;3.7;3.2;4.9;7.7;13.1;12.1;17.6;24.1;34.8;48.5;54.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Male;Total;41459.9;41692.8;41813.3;41712.0;41543.6;41316.4;41044.3;40747.0;40474.6;40277.6;40126.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;under 1 year;364.2;364.0;352.5;340.2;334.1;337.1;341.0;336.0;325.2;316.0;310.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;5 years;405.2;397.7;376.3;362.0;349.3;343.3;346.2;350.1;345.2;334.4;325.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;10 years;377.0;405.3;409.2;385.2;370.6;357.9;351.9;354.8;358.7;353.8;343.0
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;15 years;376.8;386.8;416.4;417.8;393.5;378.9;366.3;360.2;363.2;367.1;362.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;20 years;404.8;400.5;413.6;437.5;438.5;414.2;399.6;387.0;381.0;383.9;387.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;25 years;480.6;469.6;441.1;444.9;467.6;468.7;444.4;429.8;417.2;411.2;414.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;30 years;501.7;489.8;498.0;462.9;465.8;488.4;489.5;465.3;450.8;438.2;432.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;35 years;557.3;575.5;508.0;511.9;476.3;479.2;501.9;503.1;478.9;464.4;451.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;40 years;543.2;544.9;587.5;517.2;520.7;485.3;488.3;511.0;512.3;488.2;473.8
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;45 years;502.2;550.4;553.4;593.6;523.4;527.1;491.9;494.9;517.7;519.1;495.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;50 years;523.7;482.2;554.2;555.8;595.9;526.3;530.1;495.3;498.5;521.4;522.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;55 years;671.3;588.5;480.3;551.4;553.3;593.5;524.8;529.0;494.6;498.1;521.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;60 years;666.9;677.2;578.7;473.0;543.7;546.2;586.5;519.2;523.9;490.3;494.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;65 years;561.3;620.8;657.3;563.1;461.1;531.3;534.8;575.3;510.0;515.3;482.8
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;70 years;495.4;510.5;592.1;629.7;541.2;444.4;513.7;518.5;559.2;496.7;502.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;75 years;381.1;452.6;474.0;553.5;591.9;511.1;421.5;489.3;495.8;536.6;478.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;80 years;353.2;261.5;400.4;423.6;499.1;538.1;468.0;388.3;453.8;462.5;503.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;85 years;313.0;359.7;205.5;320.9;345.1;412.7;451.2;397.3;333.5;394.1;405.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;90 years;124.7;169.3;215.9;127.5;205.8;227.9;280.2;314.3;283.3;243.1;293.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;95 years;41.6;46.5;62.1;84.4;52.6;89.8;104.6;134.8;158.0;148.3;132.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;100 years and over;17.0;16.9;20.7;28.7;46.8;44.0;60.7;83.2;115.3;156.2;175.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Female;Total;42787.2;43086.5;43261.9;43187.3;43058.9;42863.1;42577.3;42209.2;41819.5;41502.2;41274.1
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;under 1 year;747.9;747.4;723.8;698.6;686.1;692.1;700.1;689.9;667.8;648.9;637.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;5 years;832.5;818.9;772.2;743.0;717.1;704.6;710.7;718.7;708.5;686.4;667.5
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;10 years;776.5;834.7;842.7;790.7;760.8;734.9;722.4;728.5;736.6;726.4;704.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;15 years;777.7;797.1;858.4;861.1;808.3;778.5;752.6;740.2;746.3;754.3;744.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;20 years;832.4;827.4;853.1;902.2;904.1;851.4;821.7;795.8;783.5;789.6;797.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;25 years;1005.2;969.5;905.1;913.0;959.8;961.8;909.3;879.6;853.9;841.6;847.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;30 years;1034.0;1014.9;1022.0;945.5;951.6;998.4;1000.5;948.1;918.6;892.9;880.7
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;35 years;1139.7;1179.2;1045.9;1045.6;968.3;974.6;1021.5;1023.8;971.6;942.1;916.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;40 years;1092.5;1099.1;1197.6;1060.0;1059.3;982.5;989.0;1036.1;1038.5;986.6;957.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;45 years;1002.9;1094.2;1111.0;1205.5;1068.5;1068.3;992.2;998.9;1046.2;1048.9;997.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;50 years;1044.3;957.7;1096.2;1111.1;1205.4;1070.0;1070.5;995.3;1002.6;1050.1;1053.3
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;55 years;1343.7;1170.3;947.8;1084.9;1100.7;1195.2;1062.3;1063.8;990.1;998.1;1046.0
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;60 years;1322.9;1347.5;1140.9;926.1;1062.4;1079.8;1174.4;1045.4;1048.3;976.9;985.9
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;65 years;1091.9;1208.6;1289.4;1096.2;892.4;1027.2;1046.9;1141.6;1018.2;1023.2;955.2
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;70 years;928.6;964.8;1129.6;1212.8;1036.0;846.8;979.3;1001.8;1096.3;980.6;988.5
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;75 years;701.7;827.7;872.4;1030.4;1114.4;958.2;787.8;916.5;942.2;1036.0;930.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;80 years;625.7;459.3;706.6;754.0;900.4;983.4;853.4;707.4;829.8;859.1;951.0
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;85 years;517.4;598.3;343.6;540.5;587.4;713.3;791.2;696.8;585.4;695.7;728.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;90 years;187.1;259.1;336.0;199.8;325.3;364.6;455.6;519.1;469.0;403.6;490.6
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;95 years;55.7;63.6;87.8;121.1;76.1;130.9;154.2;201.8;240.0;226.1;202.4
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;100 years and over;20.7;20.1;25.6;36.4;59.9;56.1;78.3;107.3;150.1;204.8;230.0
BEV-VARIANTE-16;Low birth rate, strong rise in life exp. (G1L3W2);Total;Total;84247.1;84779.3;85075.2;84899.3;84602.6;84179.5;83621.6;82956.2;82294.1;81779.8;81400.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;under 1 year;389.1;406.6;417.3;412.7;405.2;409.5;417.3;420.1;420.8;420.7;418.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;5 years;427.3;421.2;419.1;426.8;421.9;414.5;418.7;426.6;429.4;430.0;430.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;10 years;399.5;429.4;433.4;428.6;436.0;431.0;423.6;427.9;435.8;438.6;439.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;15 years;401.0;410.3;442.0;443.2;437.9;445.3;440.4;433.0;437.3;445.2;448.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;20 years;427.6;426.9;439.4;464.6;465.4;460.2;467.6;462.7;455.4;459.7;467.6
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;25 years;524.6;499.8;463.9;467.9;492.0;492.8;487.7;495.2;490.3;483.0;487.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;30 years;532.4;525.0;523.9;482.3;485.5;509.6;510.4;505.4;512.9;508.1;500.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;35 years;582.3;603.6;537.7;533.5;491.6;494.8;519.0;519.9;515.0;522.6;517.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;40 years;549.3;554.1;609.9;542.4;538.0;496.5;499.8;524.0;525.1;520.3;528.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;45 years;500.7;543.6;557.2;611.3;544.3;540.2;499.1;502.6;526.9;528.1;523.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;50 years;520.5;475.2;541.4;554.3;608.0;542.0;538.3;497.8;501.6;525.9;527.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;55 years;672.3;581.2;466.5;531.7;544.9;598.2;533.7;530.5;491.1;495.1;519.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;60 years;655.8;669.0;560.2;450.4;514.4;527.9;580.4;518.5;516.0;478.2;482.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;65 years;530.4;586.0;628.5;527.9;425.2;487.1;501.1;552.4;494.4;493.0;457.6
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;70 years;432.9;452.2;532.7;574.3;484.0;391.0;449.7;464.3;513.7;461.0;461.1
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;75 years;320.3;372.7;393.0;466.0;505.1;427.6;346.8;400.9;415.7;461.9;416.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;80 years;272.1;195.9;299.8;318.7;380.6;415.2;353.5;288.3;335.3;349.6;390.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;85 years;203.8;234.6;133.6;207.4;222.8;268.8;296.3;254.5;209.3;245.7;258.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;90 years;62.0;87.1;113.8;66.0;104.5;114.3;140.4;157.4;137.4;114.8;136.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;95 years;13.9;16.2;23.6;32.0;19.1;31.2;35.2;44.5;51.3;46.0;39.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;100 years and over;3.7;2.9;4.3;6.3;9.8;8.1;10.6;13.1;17.2;21.8;22.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Male;Total;41451.9;41659.0;41866.9;41877.4;41785.5;41611.9;41410.0;41242.7;41187.6;41265.5;41393.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;under 1 year;369.3;386.1;396.2;391.8;384.7;388.7;396.2;398.8;399.4;399.3;397.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;5 years;405.2;397.7;398.3;405.6;400.8;393.7;397.8;405.2;407.9;408.5;408.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;10 years;377.0;405.3;409.2;407.2;414.1;409.3;402.3;406.3;413.8;416.4;417.1
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;15 years;376.8;386.8;416.4;417.8;415.5;422.4;417.6;410.6;414.6;422.1;424.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;20 years;404.8;400.4;413.5;437.4;438.4;436.1;443.0;438.3;431.3;435.3;442.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;25 years;480.6;469.6;441.1;444.8;467.4;468.5;466.2;473.1;468.4;461.4;465.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;30 years;501.7;489.8;497.9;462.8;465.6;488.2;489.3;487.0;493.9;489.2;482.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;35 years;557.3;575.5;507.9;511.7;476.1;478.9;501.5;502.6;500.4;507.4;502.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;40 years;543.2;544.8;587.3;517.0;520.4;484.9;487.8;510.4;511.5;509.4;516.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;45 years;502.2;550.3;553.2;593.2;522.9;526.4;491.1;494.0;516.7;517.9;515.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;50 years;523.7;482.0;553.8;555.2;594.9;525.1;528.7;493.8;496.8;519.4;520.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;55 years;671.3;588.2;479.7;550.3;551.7;591.2;522.3;526.1;491.6;494.8;517.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;60 years;666.8;676.6;577.5;471.3;540.8;542.6;581.8;514.4;518.4;484.7;488.1
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;65 years;561.2;619.8;655.0;559.8;457.2;525.3;527.6;566.3;501.0;505.4;472.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;70 years;495.3;509.3;588.9;623.8;533.8;436.4;502.3;505.2;543.1;481.0;485.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;75 years;380.9;450.9;469.8;544.9;578.5;496.0;406.2;468.6;472.2;508.6;451.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;80 years;352.9;259.8;394.5;412.7;480.4;511.7;439.9;361.1;418.0;422.4;456.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;85 years;312.4;355.5;200.2;306.6;322.7;377.9;404.8;349.8;288.6;335.9;341.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;90 years;124.2;165.3;205.6;117.2;181.9;193.8;229.8;249.0;217.6;181.5;213.6
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;95 years;41.3;44.5;57.0;72.8;42.4;67.7;73.8;89.6;99.3;88.6;75.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;100 years and over;16.7;15.6;17.9;22.5;32.6;26.7;33.1;40.3;50.2;61.5;62.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Female;Total;42778.8;43055.7;43294.9;43306.1;43228.1;43047.4;42778.9;42481.6;42264.4;42203.6;42240.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;under 1 year;758.4;792.8;813.4;804.4;790.0;798.2;813.5;818.9;820.2;820.0;816.1
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;5 years;832.5;818.9;817.5;832.4;822.6;808.2;816.5;831.8;837.2;838.5;838.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;10 years;776.5;834.6;842.6;835.8;850.1;840.4;826.0;834.2;849.6;855.0;856.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;15 years;777.7;797.0;858.4;861.0;853.4;867.7;858.0;843.6;851.9;867.2;872.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;20 years;832.4;827.3;853.0;902.0;903.8;896.3;910.6;901.0;886.7;895.0;910.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;25 years;1005.2;969.4;905.0;912.8;959.4;961.3;953.9;968.3;958.7;944.4;952.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;30 years;1034.0;1014.8;1021.8;945.2;951.1;997.8;999.7;992.4;1006.9;997.4;983.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;35 years;1139.6;1179.1;1045.6;1045.2;967.7;973.7;1020.5;1022.5;1015.3;1029.9;1020.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;40 years;1092.5;1098.9;1197.2;1059.4;1058.4;981.4;987.6;1034.4;1036.7;1029.6;1044.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;45 years;1002.9;1093.9;1110.4;1204.5;1067.2;1066.6;990.2;996.6;1043.5;1046.0;1039.3
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;50 years;1044.2;957.2;1095.2;1109.5;1202.9;1067.1;1067.0;991.6;998.4;1045.3;1048.1
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;55 years;1343.6;1169.4;946.2;1082.0;1096.5;1189.4;1056.1;1056.6;982.7;989.9;1036.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;60 years;1322.6;1345.6;1137.7;921.7;1055.2;1070.5;1162.2;1032.9;1034.4;962.9;970.8
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;65 years;1091.6;1205.9;1283.5;1087.7;882.4;1012.4;1028.7;1118.7;995.4;998.4;930.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;70 years;928.1;961.5;1121.5;1198.1;1017.8;827.4;952.1;969.5;1056.8;942.0;946.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;75 years;701.2;823.6;862.8;1010.9;1083.7;923.6;753.0;869.5;887.9;970.6;867.2
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;80 years;624.9;455.7;694.4;731.4;861.0;926.9;793.4;649.4;753.3;772.0;847.0
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;85 years;516.2;590.1;333.8;514.0;545.5;646.7;701.0;604.3;497.9;581.6;599.7
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;90 years;186.2;252.4;319.4;183.1;286.4;308.1;370.2;406.4;355.0;296.2;350.4
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;95 years;55.2;60.7;80.6;104.8;61.5;98.8;109.0;134.0;150.6;134.6;114.9
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;100 years and over;20.4;18.6;22.3;28.8;42.4;34.8;43.7;53.4;67.4;83.2;84.5
BEV-VARIANTE-17;High birth rate, small rise in life exp. (G3L1W2);Total;Total;84230.7;84714.7;85161.8;85183.5;85013.6;84659.3;84188.9;83724.3;83452.0;83469.0;83633.5
